Freebase_ID	Year_of_Birth	Name	Place_of_Birth
#9202a8c04000641f80000000004bc89c	1912-06-28	Carl Friedrich von Weizsäcker	Kiel
#9202a8c04000641f8000000000015cf0	1902-11-17	Eugene Wigner	Budapest
#9202a8c04000641f80000000000291d6	1929-09-15	Murray Gell-Mann	Manhattan
#9202a8c04000641f80000000007ece64	1925-01-19	J. D. Jackson	London
#9202a8c04000641f8000000000338a6b	1916-05-06	Robert H. Dicke	St. Louis
#9202a8c04000641f8000000008618eb5	1929-12-29	Jürgen Ehlers	Hamburg
#9202a8c04000641f800000000005cec4	1879-03-08	Otto Hahn	Frankfurt
#9202a8c04000641f800000000004c2b3	1914-05-19	Max Perutz	Vienna
#9202a8c04000641f80000000000b428c	1910-05-12	Dorothy Crowfoot Hodgkin	Cairo
#9202a8c04000641f800000000021aeb8	1918-09-27	Martin Ryle	Brighton
#9202a8c04000641f80000000001ef880	1921-07-22	Ronald N. Bracewell	Sydney
#9202a8c04000641f800000000026533b	1913-06-26	Maurice Vincent Wilkes	Dudley
#9202a8c04000641f8000000000c709d6		Haroon Ahmed	Pakistan
#9202a8c04000641f800000000032a95c	1908-01-11	Robert S. Shankland	United States of America
#9202a8c04000641f8000000006b6103d	1916-03-05	Winston H. Bostick	Freeport
#9202a8c04000641f80000000047dbea7	1911-10-28	Piara Singh Gill	Hoshiarpur District
#9202a8c04000641f8000000000642d00	1896-10-10	Lester Germer	Chicago
#9202a8c04000641f80000000004ce48a	1864-05-11	Ethel Lilian Voynich	County Cork
#9202a8c04000641f8000000015fafa35	1856	Mary Ellen Boole Hinton	
#9202a8c04000641f800000000092f332	1860-06-08	Alicia Boole Stott	Cork
#9202a8c04000641f8000000015fafe6b	1862	Lucy Everest Boole	Blackrock, Cork
#9202a8c04000641f800000000004c3de	1815-11-02	George Boole	Lincoln
#9202a8c04000641f800000000080ceac	1832	Mary Everest Boole	
#9202a8c04000641f800000000a1e8573	1889	Julian Taylor	London
#9202a8c04000641f800000000909b865	1931-03-19	Philip Saffman	Leeds
#9202a8c04000641f80000000047dcb33	1935-04-12	Keith Moffatt	Edinburgh
#9202a8c04000641f800000000de8649b		Tim Pedley	Leicester
#9202a8c04000641f80000000011ca02c	1921-12-29	Ronald Ernest Aitchison	Hurstville
#9202a8c04000641f80000000002ff357	1865-08-12	Frank Russell, 2nd Earl Russell	
#9202a8c04000641f800000000051683b	1867	Alys Pearsall Smith	Philadelphia
#9202a8c04000641f800000000052062a	1900	Edith Finch Russell	
#9202a8c04000641f8000000000235434	1894-04-03	Dora Russell	
#9202a8c04000641f800000001ef95892		Patricia Spence	
#9202a8c04000641f800000001eff8ac5	1844	Katharine Louisa Stanley	
#9202a8c04000641f8000000000cb6ae4	1842-12-10	John Russell, Viscount Amberley	
#9202a8c04000641f8000000000099e7e	1887-11-05	Paul Wittgenstein	Vienna
#9202a8c04000641f80000000089e192c	1874-12-01	Hermine Wittgenstein	Teplice
#9202a8c04000641f8000000000d07017	1882-09-19	Margaret Stonborough-Wittgenstein	Vienna
#9202a8c04000641f8000000000a3a727	1847-04-08	Karl Wittgenstein	Gohlis
#9202a8c04000641f80000000089e1935		Leopoldine Wittgenstein	
#9202a8c04000641f800000000483b65a	1919-02-26	Casimir Lewy	Poland
#9202a8c04000641f80000000002cad2e	1919-03-18	G. E. M. Anscombe	Limerick
#9202a8c04000641f8000000000021dc6	1902-07-28	Karl Popper	Vienna
#9202a8c04000641f8000000006c5a4f8		August von Hayek	
#9202a8c04000641f8000000006c5a54d		Felicitas Juraschek	
#9202a8c04000641f8000000000cae970	1873-07-21	Walter Morley Fletcher	United Kingdom
#9202a8c04000641f800000000016c43b	1911-03-26	Bernard Katz	Leipzig
#9202a8c04000641f800000000032c1be	1889-01-17	Ralph H. Fowler	Roydon
#9202a8c04000641f800000001d043239		Te-Pei Feng	Zhejiang
#9202a8c04000641f800000000faf1c09		Ada Haydon Ford	
#9202a8c04000641f8000000000b70ffa	1989-07-31	Soumaya Keynes	
#9202a8c04000641f800000000a8fe131		Zelfa Cecil Hourani	
#9202a8c04000641f8000000000307562	1889-11-30	Edgar Adrian, 1st Baron Adrian	Hampstead
#9202a8c04000641f8000000000b2dc4e	1899-09-16	Hester Adrian	
#9202a8c04000641f800000000474ba74	1808-01-09	Thomas Wharton Jones	St Andrews
#9202a8c04000641f8000000000114673	1860-12-11	Leonard Huxley	
#9202a8c04000641f80000000159ec989	1859	Marian Huxley Collier	
#9202a8c04000641f80000000001f9313	1891-01-08	Walther Bothe	Oranienburg
#9202a8c04000641f8000000006ba22c9	1856-07-21	Wilhelm Geiger	Nuremberg
#9202a8c04000641f8000000000cdd9cc	1941-08-25	Thomas Patrick Coohill	Brooklyn
#9202a8c04000641f8000000000050ec6	1928-07-15	Carl Woese	Syracuse
#9202a8c04000641f800000000034c9ab	1936-12-16	Nigel Weiss	South Africa
#9202a8c04000641f800000000067fd28	1942	Dan McKenzie	Cheltenham
#9202a8c04000641f800000000021acfe	1912-08-30	Edward Mills Purcell	Taylorville
#9202a8c04000641f8000000000074e9c	1845-03-27	Wilhelm Conrad Röntgen	Remscheid
#9202a8c04000641f800000000027a724	1896-04-15	Nikolay Semyonov	Saratov
#9202a8c04000641f8000000000173b8f	1903-01-12	Igor Kurchatov	Sim, Chelyabinsk Oblast
#9202a8c04000641f80000000004a8660	1903-02-13	Anatoly Petrovich Alexandrov	Tarascha
#9202a8c04000641f8000000005bc878c		Paul Winteler	
#9202a8c04000641f800000000006f022	1891-05-18	Rudolf Carnap	Ronsdorf
#9202a8c04000641f80000000042b77b3		Adele Nimbursky	
#9202a8c04000641f80000000042b77c0		Rudolf Gödel	
#9202a8c04000641f80000000042b77c8		Marianne Gödel	
#9202a8c04000641f800000000041df39	1879-09-27	Hans Hahn	Vienna
#9202a8c04000641f800000000014d1aa	1885-11-09	Hermann Weyl	Elmshorn
#9202a8c04000641f8000000020671d92		Annemarie Bertel	
#9202a8c04000641f800000000058b2e6	1874-11-30	Friedrich Hasenöhrl	Vienna
#9202a8c04000641f800000000479c8b4	1849-03-24	Franz S. Exner	Vienna
#9202a8c04000641f8000000000153b77	1864-06-22	Hermann Minkowski	Kaunas
#9202a8c04000641f800000000034e424	1889-09-04	Moses Schönfinkel	Dnipropetrovsk
#9202a8c04000641f800000000859daf7		Maria Therese Erdtmann	
#9202a8c04000641f800000000859dafd		Otto Hilbert	
#9202a8c04000641f80000000001e3af1	1852-04-12	Ferdinand von Lindemann	Hanover
#9202a8c04000641f80000000000835fd	1887-01-14	Hugo Steinhaus	Jasło
#9202a8c04000641f8000000000142d5a	1871-07-27	Ernst Zermelo	Berlin
#9202a8c04000641f800000000030d179	1876-01-13	Erhard Schmidt	Tartu
#9202a8c04000641f80000000003299c3	1888-01-08	Richard Courant	Lubliniec
#9202a8c04000641f800000000048dc0d	1887-09-20	Erich Hecke	Buk
#9202a8c04000641f8000000000054969	1900-09-12	Haskell Curry	Millis
#9202a8c04000641f80000000003d7ce4	1880-03-05	Sergei Natanovich Bernstein	Odessa
#9202a8c04000641f80000000004e3919	1879-05-04	Werner Boy	Barmen
#9202a8c04000641f80000000002b9291	1878-11-13	Max Dehn	Hamburg
#9202a8c04000641f800000000051a086	1876-07-20	Otto Blumenthal	Frankfurt
#9202a8c04000641f80000000000775ae	1896-03-29	Wilhelm Ackermann	Herscheid
#9202a8c04000641f8000000005b22e42	1883-09-30	Ernst Hellinger	Strzegom
#9202a8c04000641f80000000004e1c03	1898-04-16	Hellmuth Kneser	
#9202a8c04000641f800000000013cb7f	1875-04-21	Teiji Takagi	
#9202a8c04000641f80000000200fd923		Grace Burke	
#9202a8c04000641f800000000033005f	1926-06-18	Allan Sandage	Iowa City
#9202a8c04000641f8000000004f38a2e		Max Löwenthal	
#9202a8c04000641f8000000004f38a1e		Rudolf Einstein	
#9202a8c04000641f8000000004f38a25		Fanny Koch	
#9202a8c04000641f8000000013aadfc0		Miloš Marić	
#9202a8c04000641f8000000013aadfc6		Marija Ružić	
#9202a8c04000641f800000000a1d0e47		Helene Moos	
#9202a8c04000641f800000000a1d0e4d		Abraham Einstein	
#9202a8c04000641f800000000a292faf		Julius Doerzbacher	
#9202a8c04000641f800000000a292fb5		Jette Bernheimer	
#9202a8c04000641f8000000009098bd3	1846-03-04	Johann Jakob Müller	Seen, Switzerland
#9202a8c04000641f8000000000293fc2	1840-01-23	Ernst Karl Abbe	Eisenach
#9202a8c04000641f8000000004fcfda3		Frieda Knecht	
#9202a8c04000641f8000000004fcfdb0		Elizabeth Roboz	
#9202a8c04000641f8000000000a96b89	1930	Bernhard Caesar Einstein	Dortmund
#9202a8c04000641f8000000004fcfdd2		Klaus Martin Einstein	
#9202a8c04000641f8000000004fcfde4	1941	Evelyn Einstein	
#9202a8c04000641f800000000021ab5a	1879-10-09	Max von Laue	Koblenz
#9202a8c04000641f8000000000223392	1900-12-22	John C. Slater	Oak Park
#9202a8c04000641f80000000004df155	1934-01-30	Asher Peres	Beaulieu-sur-Dordogne
#9202a8c04000641f800000000bd47674	1933	Moshe Carmeli	
#9202a8c04000641f8000000000027dfe	1858-04-23	Max Planck	Kiel
#9202a8c04000641f8000000000088826	1864-06-25	Walther Nernst	Wąbrzeźno
#9202a8c04000641f8000000000b15e75	1893-07-02	Francis Simon	Berlin
#9202a8c04000641f8000000008e955e5	1922-08-26	Harold Max Rosenberg	London
#9202a8c04000641f80000000005bedf8	1911-02-03	Francis Murray	New York City
#9202a8c04000641f800000000089d299	1932-06-01	Daihachiro Sato	Fujinomiya
#9202a8c04000641f8000000000eddf2c	1929	Aviezri Fraenkel	Munich
#9202a8c04000641f80000000001c273b	1926-01-29	Abdus Salam	Sahiwal
#9202a8c04000641f800000000012145c	1904-05-09	Gregory Bateson	Grantchester
#9202a8c04000641f800000000003d069	1920-10-22	Timothy Leary	Springfield
#9202a8c04000641f8000000000169544	1931-04-06	Ram Dass	Boston
#9202a8c04000641f80000000000b50d3	1935-09-05	Werner Erhard	Philadelphia
#9202a8c04000641f800000001f4ca5ea		Janette Hegner	
#9202a8c04000641f8000000000c834f3	1892-02-24	Karl Herzfeld	Vienna
#9202a8c04000641f800000001f4ca5f6		Alison Wheeler Lahnston	
#9202a8c04000641f800000001f4ca5fc		Letitia Wheeler Ufford	
#9202a8c04000641f800000001f4d7134		James English Wheeler	
#9202a8c04000641f800000000017ce38	1922-03-30	Arthur Wightman	Rochester
#9202a8c04000641f8000000000184a23	1940-06-01	Kip Thorne	Logan
#9202a8c04000641f80000000002a3343	1930-11-11	Hugh Everett	Maryland
#9202a8c04000641f80000000002b1a51	1947-05-01	Jacob Bekenstein	Mexico City
#9202a8c04000641f800000000074fdff	1951-10-19	Demetrios Christodoulou	Athens
#9202a8c04000641f80000000047b695f		Charles W. Misner	Jackson
#9202a8c04000641f800000000bea8bc8	1943-02-03	Yavuz Nutku	Istanbul
#9202a8c04000641f800000000c601efb	1908-02-07	Milton S. Plesset	Pittsburgh
#9202a8c04000641f8000000004761515	1932-01-24	John R. Klauder	Reading
#9202a8c04000641f80000000206683f2		María Margain	
#9202a8c04000641f80000000002a3db7	1844-02-20	Ludwig Boltzmann	Vienna
#9202a8c04000641f800000000014dc94	1903-04-12	Jan Tinbergen	The Hague
#9202a8c04000641f800000000033641f	1900-12-06	George Eugene Uhlenbeck	Jakarta
#9202a8c04000641f800000000051ada0	1902-07-11	Samuel Abraham Goudsmit	The Hague
#9202a8c04000641f800000000058de80	1909-07-15	Hendrik Casimir	The Hague
#9202a8c04000641f80000000006b0fd9	1895-01-13	Johannes Martinus Burgers	Arnhem
#9202a8c04000641f8000000005644a16	1917-08-21	Leonid Hurwicz	Moscow
#9202a8c04000641f800000000c40f6ca	1899-11-09	Nicolas Rashevsky	Chernihiv
#9202a8c04000641f800000001cd9cddd	1872-01-21	Karl Heisenberg	Osnabrück
#9202a8c04000641f800000001cd9cde7	1859-03-12	Agnes Heisenberg	Osnabrück
#9202a8c04000641f800000001cd9cdf1	1867-09-25	Anna Heisenberg	Osnabrück
#9202a8c04000641f800000001cd9cdfb	1865-10-26	Margarete Heisenberg	Osnabrück
#9202a8c04000641f800000001cd9cdc0	1871-09-22	Anna Wecklein	Munich
#9202a8c04000641f800000001cd9cd38		Nikolaus Wecklein	
#9202a8c04000641f800000001cd9cd3e		Magdalena Wecklein	
#9202a8c04000641f8000000000049ed7	1884-03-24	Peter Debye	Maastricht
#9202a8c04000641f800000000014b1c2	1906-07-02	Hans Bethe	Strasbourg
#9202a8c04000641f8000000000afcda1	1905-12-09	Herbert Fröhlich	Rexingen, Bas-Rhin
#9202a8c04000641f8000000004737332	1898-05-08	Ernst Guillemin	Milwaukee
#9202a8c04000641f8000000000707b68	1904-01-02	Walter Heitler	Karlsruhe
#9202a8c04000641f8000000005686ea8	1906	Fritz Sauter	Austria
#9202a8c04000641f80000000006365f8	1886-11-12	Rudolf Seeliger	Munich
#9202a8c04000641f80000000046fe4f4	1893-01-17	Erwin Fues	Stuttgart
#9202a8c04000641f800000000470798c	1884-10-23	Ludwig Hopf	Nuremberg
#9202a8c04000641f8000000004720567	1901-08-23	Karl Bechert	Nuremberg
#9202a8c04000641f8000000000926e6e	1888-12-13	Alfred Landé	Elberfeld
#9202a8c04000641f80000000046bb797	1898-02-17	Gregor Wentzel	Oldenburg
#9202a8c04000641f800000000001619c	1901-09-29	Enrico Fermi	Rome
#9202a8c04000641f800000002033119f		Michael Schick	
#9202a8c04000641f800000000002082d	1903-12-28	John von Neumann	Budapest
#9202a8c04000641f8000000000282a2d	1915-06-11	Nicholas Metropolis	Chicago
#9202a8c04000641f800000000005321c	1909-04-13	Stanisław Marcin Ulam	Lviv
#9202a8c04000641f80000000001931ad	1922-10-01	Chen Ning Yang	Hefei
#9202a8c04000641f80000000009ec28b	1927-02-05	Marshall Rosenbluth	Albany
#9202a8c04000641f8000000000017867	1915-06-24	Fred Hoyle	Gilstead
#9202a8c04000641f8000000019297fd7	1934	James S. Langer	Pittsburgh
#9202a8c04000641f8000000000369d9f	1852-10-09	Hermann Emil Fischer	Euskirchen
#9202a8c04000641f8000000000344901	1905-02-07	Ulf von Euler	Stockholm
#9202a8c04000641f80000000090c0c6e		Ellen Swedberg	
#9202a8c04000641f800000000040872e	1949-01-30	Peter Agre	Northfield
#9202a8c04000641f80000000090c1206		James Agre	
#9202a8c04000641f80000000090c120c		Annetta Agre	
#9202a8c04000641f80000000090c1217		Paul Agre	
#9202a8c04000641f80000000090c121d		Mark Agre	
#9202a8c04000641f80000000090c1223		Ruth Agre	
#9202a8c04000641f8000000000349f29	1866-09-13	Arthur Amos Noyes	Newburyport
#9202a8c04000641f80000000001cde90	1900-04-10	Arnold Orville Beckman	Cullom
#9202a8c04000641f8000000000034b7a	1937-07-18	Roald Hoffmann	Zolochiv
#9202a8c04000641f8000000013a335e1	1938	Donald Voet	
#9202a8c04000641f800000001002d3e8	1940-08-23	Thomas A. Steitz	Milwaukee
#9202a8c04000641f800000000067cc9e	1939-06-22	Ada Yonath	Jerusalem
#9202a8c04000641f800000000021b0cb	1936-06-08	Kenneth G. Wilson	Waltham
#9202a8c04000641f800000000013cd80	1932-06-18	Dudley R. Herschbach	San Jose
#9202a8c04000641f800000000011fc52	1949-06-05	Susan Lindquist	Chicago
#9202a8c04000641f800000001d9deab4		Steven E. Brenner	
#9202a8c04000641f800000000470ab5e	1968	Mark Bender Gerstein	
#9202a8c04000641f800000001e5a4a11		Joseph Corin	
#9202a8c04000641f800000001e2e18b1	1674	Martin Branwell	
#9202a8c04000641f800000001e2e18b9		Jane Tremearne	
#9202a8c04000641f800000001e2e19d2		Thomas John	
#9202a8c04000641f800000000faece7d	1639	Lord Bernard Howard	
#9202a8c04000641f80000000005089f3	1655-01-11	Henry Howard, 7th Duke of Norfolk	
#9202a8c04000641f800000000faf6766	1662	Lord Thomas Howard	
#9202a8c04000641f800000000faecef7		Lady Elizabeth Stuart	
#9202a8c04000641f8000000000a8da0f	1585	Alethea Howard, Countess of Arundel	
#9202a8c04000641f80000000001f995f	1585-07-07	Thomas Howard, 21st Earl of Arundel	
#9202a8c04000641f800000000faece75	1640	Lord Edward Francis Howard	
#9202a8c04000641f8000000000628a74	1629-09-21	Philip Howard	
#9202a8c04000641f8000000000017103	1800-07-31	Friedrich Wöhler	Eschersheim
#9202a8c04000641f800000000003fc7d	1838-12-22	Vladimir Vasilevich Markovnikov	Shusha
#9202a8c04000641f8000000000873ef1	1857-05-27	Theodor Curtius	Duisburg
#9202a8c04000641f8000000005be52b1	1829-09-06	Peter Griess	Waldkappel
#9202a8c04000641f800000000733663a	1853-07-04	Ernst Otto Beckmann	Solingen
#9202a8c04000641f8000000007d65bef	1834-06-04	Jacob Volhard	Darmstadt
#9202a8c04000641f8000000007b6e5da	1830-08-05	Rudolf Schmitt	
#9202a8c04000641f8000000010099d4f		Nikolai Menshutkin	Saint Petersburg
#9202a8c04000641f8000000000019e0e	1824-03-12	Gustav Kirchhoff	Kaliningrad
#9202a8c04000641f8000000000361e93	1776-08-02	Friedrich Strohmeyer	Göttingen
#9202a8c04000641f8000000000073a50	1834-02-08	Dmitri Mendeleev	Tobolsk
#9202a8c04000641f800000000013c8fd	1868-12-09	Fritz Haber	Wrocław
#9202a8c04000641f8000000000218202	1862-06-07	Philipp Lenard	Bratislava
#9202a8c04000641f8000000000383bd1	1835-10-31	Adolf von Baeyer	Berlin
#9202a8c04000641f8000000000631886	1816-12-29	Carl Ludwig	Witzenhausen
#9202a8c04000641f800000000087cc33	1848-09-08	Viktor Meyer	Berlin
#9202a8c04000641f8000000000ea3a71	1836-12-03	Adolf Lieben	Vienna
#9202a8c04000641f8000000008be339f	1848-02-08	Francis Robert Japp	Dundee
#9202a8c04000641f8000000000070525	1853-09-21	Heike Kamerlingh Onnes	Groningen
#9202a8c04000641f8000000000575028	1861-01-18	Hans Goldschmidt	Berlin
#9202a8c04000641f8000000000b69629	1833-01-05	Eugene W. Hilgard	Zweibrücken
#9202a8c04000641f8000000005a8cdc3	1844-03-15	Ferdinand Hurter	Schaffhausen
#9202a8c04000641f8000000005c167ae	1834-09-30	Carl Schorlemmer	Darmstadt
#9202a8c04000641f8000000006c27930	1842-02-23	Carl Theodore Liebermann	Berlin
#9202a8c04000641f80000000074d9a85	1863-06-08	Friedrich Raschig	Brandenburg
#9202a8c04000641f800000000014f99e	1858-09-01	Carl Auer von Welsbach	Vienna
#9202a8c04000641f800000000f84c653	1859-12-14	Gerhard Krüss	Hamburg
#9202a8c04000641f800000000472704d	1829-08-24	Georg Ludwig Carius	
#9202a8c04000641f8000000007d42798	1850-05-29	Guido Goldschmiedt	Trieste
#9202a8c04000641f8000000005624515	1867-12-27	Violet Mond, Baroness Melchett	
#9202a8c04000641f8000000000b37a70	1898-05-10	Henry Mond, 2nd Baron Melchett	London
#9202a8c04000641f8000000004678a5a	1845	Eleanor Mildred Sidgwick	
#9202a8c04000641f800000000839822e	1923	David M. Young, Jr.	Quincy
#9202a8c04000641f8000000014721688		R. Tyrrell Rockafellar	
#9202a8c04000641f80000000200fe135		Joan Isabel Wedge	
#9202a8c04000641f80000000200fe143		Vanessa Thomas	
#9202a8c04000641f800000000093a8a4		Richard Jozsa	
#9202a8c04000641f800000000b3ee6ef	1945-06-19	Tim Poston	
#9202a8c04000641f800000000f12f963	1951-12-24	Lane P. Hughston	Corpus Christi
#9202a8c04000641f8000000012e6f24a	1946-07-23	Asghar Qadir	Shimla
#9202a8c04000641f8000000000bdd54d	1931-09-25	Bryan John Birch	Burton upon Trent
#9202a8c04000641f800000000481550b		Victor Flynn	
#9202a8c04000641f8000000018c58518	1914-10-07	Isao Imai	Dalian
#9202a8c04000641f8000000018c4ba7c		Masao Kotani	Kyoto Prefecture
#9202a8c04000641f8000000015b877dc		Takahiko Yamanouchi	Kanagawa Prefecture
#9202a8c04000641f8000000014f3cc2f		Tosio Kato	Kanuma
#9202a8c04000641f8000000000533979	1798-03-25	Christoph Gudermann	Vienenburg
#9202a8c04000641f80000000008dc897	1843-01-25	Hermann Schwarz	Jerzmanowa
#9202a8c04000641f8000000000019a38	1845-03-03	Georg Cantor	Saint Petersburg
#9202a8c04000641f80000000001e88a9	1849-10-26	Ferdinand Georg Frobenius	Charlottenburg
#9202a8c04000641f80000000009375cd	1837-10-15	Leo Königsberger	Poznań
#9202a8c04000641f80000000003070e8	1853-04-17	Arthur Moritz Schönflies	Gorzów Wielkopolski
#9202a8c04000641f8000000000544550	1847-05-10	Wilhelm Killing	Burbach
#9202a8c04000641f800000000082479a	1833-05-05	Lazarus Fuchs	Mosina
#9202a8c04000641f8000000008eab68b	1850-05-18	Ludwig Stickelberger	Buch
#9202a8c04000641f80000000006368b4	1854-05-18	Hans Carl Friedrich von Mangoldt	Weimar
#9202a8c04000641f8000000000014a81	1859-04-08	Edmund Husserl	Prostějov
#9202a8c04000641f80000000000b3ac5	1850-01-15	Sofia Kovalevskaya	Moscow
#9202a8c04000641f8000000000d50de4	1851-07-24	Friedrich Schottky	Wrocław
#9202a8c04000641f8000000000762faa	1837-09-14	Nikolai Bugaev	Georgia
#9202a8c04000641f800000000469e1be	1798-10-27	Heinrich Scherk	Poznań
#9202a8c04000641f80000000000543df	1840-03-20	Franz Mertens	Środa Wielkopolska
#9202a8c04000641f80000000004e1c0e	1862-03-19	Adolf Kneser	
#9202a8c04000641f8000000020677cd5		Jacqueline Dubois	
#9202a8c04000641f8000000000a1215d	1925-02-28	Richard Dalitz	Dimboola
#9202a8c04000641f80000000003ebc53	1890-02-03	Paul Scherrer	Herisau
#9202a8c04000641f80000000002a5209	1946-04-22	Paul Davies	London
#9202a8c04000641f8000000020683894		Menga Biber	
#9202a8c04000641f8000000018c5ee27	1939-01-17	Sergio Albeverio	Lugano
#9202a8c04000641f800000000014362b	1895-05-12	Jiddu Krishnamurti	Madanapalle
#9202a8c04000641f8000000000b674b7	1932	Yakir Aharonov	Haifa
#9202a8c04000641f800000000559c2af	1924-06-08	David Pines	
#9202a8c04000641f80000000001aa08c	1927-07-11	Theodore Harold Maiman	Los Angeles
#9202a8c04000641f8000000000a5aeef	1939-08-03	Marlan Scully	Casper
#9202a8c04000641f8000000008033b26	1938	Balázs Győrffy	
#9202a8c04000641f800000000a9da61a	1905-05-13	Emilie Bonhoeffer	Berlin
#9202a8c04000641f8000000006acc321	1858-08-31	Amalie Thiersch	Erlangen
#9202a8c04000641f80000000047bb9e8	1822-04-20	Karl Thiersch	Munich
#9202a8c04000641f8000000006acc3c9	1836-11-20	Johanna Liebig	Gießen
#9202a8c04000641f80000000001e6918	1920-04-15	Richard von Weizsäcker	Stuttgart
#9202a8c04000641f8000000009ae46a5		Margit Wigner	
#9202a8c04000641f800000000002007c	1908-05-23	John Bardeen	Madison
#9202a8c04000641f8000000000049df1	1911-07-04	Frederick Seitz	San Francisco
#9202a8c04000641f80000000001325bd	1922-07-05	Edwin Thompson Jaynes	Waterloo
#9202a8c04000641f80000000003f1ab3	1921-04-20	Marcos Moshinsky	Kiev
#9202a8c04000641f8000000005b539b4	1914-11-15	Conyers Herring	Scotia
#9202a8c04000641f80000000137e8927	1940-04-21	Fred Tappert	Philadelphia
#9202a8c04000641f800000000031f7cb	1937-03-07	Sidney Coleman	Chicago
#9202a8c04000641f8000000000767727	1945	Rod Crewther	
#9202a8c04000641f8000000008cfe04f		Apoorva D. Patel	
#9202a8c04000641f8000000000497075	1954-10-04	Barton Zwiebach	Lima
#9202a8c04000641f8000000005e0339e	1944-12-15	Chris Quigg	
